"","X","ID","num_of_leaves","model","non_binary_prob","planted","remove_extinct","rescale_to_height","dupl_rate","loss_rate","hgt_rate","prohibit_extinction","replace_prob","LDT_Edges","Fitch_true_Edges","Fraction_of_Xenologs","Number_of_Species","Number_of_leaves_tgt","Number_of_leaves_ogt","T_ldt_false_positive","T_ldt_true_positive","T_ldt_false_negative","T_triple","T_ldt_triple","S_ldt_false_positive","S_ldt_true_positive","S_ldt_false_negative","S_triple","S_ldt_triple","Number_of_Nodes_ldt_100","Edges_rs_false_positive_100","Edges_rs_false_negative_100","Edges_rs_true_positive_100","Fitch_rs_Edges_100","Edges_cd_false_positive_100","Edges_cd_false_negative_100","Edges_cd_true_positive_100","Number_of_Nodes_ldt_80","Edges_rs_false_positive_80","Edges_rs_false_negative_80","Edges_rs_true_positive_80","Fitch_rs_Edges_80","Edges_cd_false_positive_80","Edges_cd_false_negative_80","Edges_cd_true_positive_80","Number_of_Nodes_ldt_60","Edges_rs_false_positive_60","Edges_rs_false_negative_60","Edges_rs_true_positive_60","Fitch_rs_Edges_60","Edges_cd_false_positive_60","Edges_cd_false_negative_60","Edges_cd_true_positive_60","Number_of_Nodes_ldt_40","Edges_rs_false_positive_40","Edges_rs_false_negative_40","Edges_rs_true_positive_40","Fitch_rs_Edges_40","Edges_cd_false_positive_40","Edges_cd_false_negative_40","Edges_cd_true_positive_40","Number_of_Nodes_ldt_20","Edges_rs_false_positive_20","Edges_rs_false_negative_20","Edges_rs_true_positive_20","Fitch_rs_Edges_20","Edges_cd_false_positive_20","Edges_cd_false_negative_20","Edges_cd_true_positive_20","Group","tn_cd_100","tn_cd_80","tn_cd_60","tn_cd_40","tn_cd_20","tn_rs_100","tn_rs_80","tn_rs_60","tn_rs_40","tn_rs_20","recall_cd_100","recall_cd_80","recall_cd_60","recall_cd_40","recall_cd_20","recall_rs_100","recall_rs_80","recall_rs_60","recall_rs_40","recall_rs_20","precision_cd_100","precision_cd_80","precision_cd_60","precision_cd_40","precision_cd_20","precision_rs_100","precision_rs_80","precision_rs_60","precision_rs_40","precision_rs_20","accuracy_cd_100","accuracy_cd_80","accuracy_cd_60","accuracy_cd_40","accuracy_cd_20","accuracy_rs_100","accuracy_rs_80","accuracy_rs_60","accuracy_rs_40","accuracy_rs_20"
"4540",4539,"P4_0539",14,"innovation",0.064825285564203,"True","False",1,1,1,0.5,"per_family",1,5,5,1,14,11,6,20,0,0,20,0,363,1,0,364,1,6,0,0,3,3,0,0,3,6,0,0,0,0,0,0,0,6,0,0,2,2,0,0,2,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,"P4",12,15,13,15,15,12,15,13,15,15,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1
"4541",4540,"P4_0540",12,"innovation",0.230276261926098,"True","False",1,1,1,0.5,"per_family",1,107,475,0.225263157894737,12,51,38,6426,2010,0,8436,2010,162,48,0,210,48,38,39,61,171,210,12,113,119,38,36,35,93,129,0,71,57,38,7,28,72,79,0,56,44,38,24,24,25,49,8,33,16,38,0,6,11,11,0,6,11,"P4",459,575,603,646,686,432,539,596,630,686,0.512931034482759,0.4453125,0.44,0.326530612244898,0.647058823529412,0.737068965517241,0.7265625,0.72,0.510204081632653,0.647058823529412,0.908396946564885,1,1,0.666666666666667,1,0.814285714285714,0.720930232558139,0.911392405063291,0.510204081632653,1,0.822190611664296,0.89900426742532,0.920341394025605,0.941678520625889,0.991465149359886,0.857752489331437,0.89900426742532,0.950213371266003,0.93172119487909,0.991465149359886
"4542",4541,"P4_0541",24,"innovation",0.404155892738384,"True","False",1,1,1,0.5,"per_family",1,47,117,0.401709401709402,24,39,23,1213,538,0,1751,538,1640,138,0,1778,138,23,0,0,36,36,0,0,36,23,0,10,36,36,0,11,35,23,0,0,38,38,0,2,36,23,0,7,8,8,0,7,8,23,0,0,0,0,0,0,0,"P4",217,207,215,238,253,217,207,215,238,253,1,0.760869565217391,0.947368421052632,0.533333333333333,NA,1,0.782608695652174,1,0.533333333333333,NA,1,1,1,1,NA,1,1,1,1,NA,1,0.956521739130435,0.992094861660079,0.972332015810277,1,1,0.960474308300395,1,0.972332015810277,1
"4543",4542,"P4_0542",24,"innovation",0.458254441895006,"True","False",1,1,1,0.5,"per_family",1,0,0,0,24,42,39,8695,0,0,8695,0,1714,0,0,1714,0,39,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,"P4",741,741,741,741,741,741,741,741,741,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"4544",4543,"P4_0543",34,"innovation",0.32606409765129,"True","False",1,1,1,0.5,"per_family",1,144,192,0.75,34,33,28,2780,432,0,3212,432,4546,450,0,4996,450,28,0,0,66,66,0,0,66,28,7,9,63,70,7,9,63,28,0,0,33,33,0,0,33,28,4,12,12,16,4,12,12,28,2,2,4,6,2,2,4,"P4",312,299,345,350,370,312,299,345,350,370,1,0.875,1,0.5,0.666666666666667,1,0.875,1,0.5,0.666666666666667,1,0.9,1,0.75,0.666666666666667,1,0.9,1,0.75,0.666666666666667,1,0.957671957671958,1,0.957671957671958,0.989417989417989,1,0.957671957671958,1,0.957671957671958,0.989417989417989
"4545",4544,"P4_0544",29,"innovation",0.158237202092422,"True","False",1,1,1,0.5,"per_family",1,175,399,0.43859649122807,29,51,40,7227,2450,0,9677,2450,1777,1626,0,3403,1626,40,0,0,161,161,70,80,81,40,25,50,50,75,25,50,50,40,32,64,32,64,32,64,32,40,0,0,42,42,8,28,14,40,0,0,0,0,0,0,0,"P4",549,655,652,730,780,619,655,652,738,780,0.503105590062112,0.5,0.333333333333333,0.333333333333333,NA,1,0.5,0.333333333333333,1,NA,0.536423841059603,0.666666666666667,0.5,0.636363636363636,NA,1,0.666666666666667,0.5,1,NA,0.807692307692308,0.903846153846154,0.876923076923077,0.953846153846154,1,1,0.903846153846154,0.876923076923077,1,1
"4546",4545,"P4_0545",46,"innovation",0.300915557340503,"True","False",1,1,1,0.5,"per_family",1,0,0,0,46,2,1,0,0,0,0,0,14918,0,0,14918,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"P4",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4547",4546,"P4_0546",38,"innovation",0.157743419186974,"True","False",1,1,1,0.5,"per_family",1,75,138,0.543478260869565,38,44,37,7027,153,0,7180,153,7950,359,0,8309,359,37,0,1,40,40,0,1,40,37,0,0,20,20,0,0,20,37,0,0,15,15,0,0,15,37,0,9,10,10,0,9,10,37,0,0,6,6,0,0,6,"P4",625,646,651,647,660,625,646,651,647,660,0.975609756097561,1,1,0.526315789473684,1,0.975609756097561,1,1,0.526315789473684,1,1,1,1,1,1,1,1,1,1,1,0.998498498498498,1,1,0.986486486486487,1,0.998498498498498,1,1,0.986486486486487,1
"4548",4547,"P4_0547",30,"innovation",0.451385825284248,"True","False",1,1,1,0.5,"per_family",1,4,112,0.0357142857142857,30,63,58,28996,216,0,29212,216,3225,1,0,3226,1,58,0,0,37,37,0,0,37,58,0,0,33,33,0,0,33,58,0,0,0,0,0,0,0,58,0,0,18,18,0,0,18,58,0,0,0,0,0,0,0,"P4",1616,1620,1653,1635,1653,1616,1620,1653,1635,1653,1,1,NA,1,NA,1,1,NA,1,NA,1,1,NA,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1
"4549",4548,"P4_0548",35,"innovation",0.105747028159522,"True","False",1,1,1,0.5,"per_family",1,10,10,1,35,13,11,165,0,0,165,0,6460,15,0,6475,15,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,3,3,0,0,3,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"P4",55,55,52,55,55,55,55,52,55,55,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1
"4550",4549,"P4_0549",49,"innovation",0.36955316705048,"True","False",1,1,1,0.5,"per_family",1,526,5672,0.0927362482369535,49,325,295,4094697,132486,0,4227183,132486,9503,7642,0,17145,7642,295,174,697,1835,2009,346,894,1638,295,161,161,1161,1322,0,13,1309,295,115,231,971,1086,115,244,958,295,90,181,476,566,90,190,467,295,0,0,249,249,0,5,244,"P4",40487,42043,42048,42618,43116,40659,41882,42048,42618,43116,0.646919431279621,0.990166414523449,0.797004991680532,0.710806697108067,0.979919678714859,0.724723538704581,0.87821482602118,0.807820299500832,0.724505327245053,1,0.825604838709677,1,0.8928238583411,0.838420107719928,1,0.913389746142359,0.87821482602118,0.894106813996317,0.840989399293286,1,0.971405511357085,0.999700219070679,0.991721434336446,0.993543179983858,0.999884699642569,0.979914677735501,0.992574656981437,0.992021215265767,0.993750720627234,1
"4551",4550,"P4_0550",35,"innovation",0.362699912629281,"True","False",1,1,1,0.5,"per_family",1,0,0,0,35,72,71,56646,0,0,56646,0,6312,0,0,6312,0,71,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,"P4",2485,2485,2485,2485,2485,2485,2485,2485,2485,2485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"4552",4551,"P4_0551",24,"innovation",0.232626031043106,"True","False",1,1,1,0.5,"per_family",1,0,10,0,24,10,7,33,0,0,33,0,1919,0,0,1919,0,7,0,4,0,0,0,4,0,7,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,"P4",17,20,21,21,21,17,20,21,21,21,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80952380952381,0.952380952380952,1,1,1,0.80952380952381,0.952380952380952,1,1,1
"4553",4552,"P4_0552",16,"innovation",0.418428701024035,"True","False",1,1,1,0.5,"per_family",1,13,39,0.333333333333333,16,20,12,107,70,0,177,70,275,18,0,293,18,12,0,0,27,27,8,11,16,12,4,11,8,12,4,11,8,12,0,0,8,8,3,6,2,12,0,0,4,4,1,2,2,12,0,0,0,0,0,0,0,"P4",31,43,55,61,66,39,43,58,62,66,0.592592592592593,0.421052631578947,0.25,0.5,NA,1,0.421052631578947,1,1,NA,0.666666666666667,0.666666666666667,0.4,0.666666666666667,NA,1,0.666666666666667,1,1,NA,0.712121212121212,0.772727272727273,0.863636363636364,0.954545454545455,1,1,0.772727272727273,1,1,1
"4554",4553,"P4_0553",31,"innovation",0.311525579466291,"True","False",1,1,1,0.5,"per_family",1,57,195,0.292307692307692,31,74,67,44189,1130,0,45319,1130,3756,142,0,3898,142,67,0,0,89,89,43,44,45,67,198,6,73,271,38,39,40,67,0,0,30,30,0,0,30,67,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,"P4",2079,2094,2181,2211,2211,2122,1934,2181,2211,2211,0.50561797752809,0.506329113924051,1,NA,NA,1,0.924050632911392,1,NA,NA,0.511363636363636,0.512820512820513,1,NA,NA,1,0.269372693726937,1,NA,NA,0.960651289009498,0.965174129353234,1,1,1,1,0.907734056987788,1,1,1
"4555",4554,"P4_0554",20,"innovation",0.487623616944326,"True","False",1,1,1,0.5,"per_family",1,91,266,0.342105263157895,20,41,27,1479,1220,0,2699,1220,658,141,0,799,141,27,8,24,76,84,8,28,72,27,9,12,82,91,9,35,59,27,5,5,31,36,3,11,25,27,0,0,15,15,0,1,14,27,0,4,0,0,0,4,0,"P4",243,248,312,336,347,243,248,310,336,347,0.72,0.627659574468085,0.694444444444444,0.933333333333333,0,0.76,0.872340425531915,0.861111111111111,1,0,0.9,0.867647058823529,0.892857142857143,1,NA,0.904761904761905,0.901098901098901,0.861111111111111,1,NA,0.897435897435897,0.874643874643875,0.96011396011396,0.997150997150997,0.988603988603989,0.908831908831909,0.94017094017094,0.971509971509972,1,0.988603988603989
"4556",4555,"P4_0555",41,"innovation",0.22935817878794,"True","False",1,1,1,0.5,"per_family",1,3,3,1,41,6,4,4,0,0,4,0,9277,1,0,9278,1,4,0,0,2,2,0,0,2,4,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"P4",4,6,5,6,6,4,6,5,6,6,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1
"4557",4556,"P4_0556",48,"innovation",0.428225578383067,"True","False",1,1,1,0.5,"per_family",1,41,159,0.257861635220126,48,72,55,19152,1332,0,20484,1332,14869,80,0,14949,80,55,0,34,71,71,0,34,71,55,0,32,33,33,0,32,33,55,0,23,24,24,0,23,24,55,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,"P4",1380,1420,1438,1485,1485,1380,1420,1438,1485,1485,0.676190476190476,0.507692307692308,0.51063829787234,NA,NA,0.676190476190476,0.507692307692308,0.51063829787234,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,0.977104377104377,0.978451178451178,0.984511784511785,1,1,0.977104377104377,0.978451178451178,0.984511784511785,1,1
"4558",4557,"P4_0557",41,"innovation",0.024127320112045,"True","False",1,1,1,0.5,"per_family",1,5,120,0.0416666666666667,41,126,121,287357,575,0,287932,575,10634,10,0,10644,10,121,0,0,79,79,0,0,79,121,0,0,64,64,0,0,64,121,0,0,0,0,0,0,0,121,0,0,39,39,0,0,39,121,0,0,0,0,0,0,0,"P4",7181,7196,7260,7221,7260,7181,7196,7260,7221,7260,1,1,NA,1,NA,1,1,NA,1,NA,1,1,NA,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1
"4559",4558,"P4_0558",17,"innovation",0.397918586162163,"True","False",1,1,1,0.5,"per_family",1,5,47,0.106382978723404,17,36,25,2153,105,0,2258,105,489,0,0,489,0,25,0,0,0,0,0,0,0,25,12,12,1,13,12,12,1,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,"P4",300,275,300,300,300,300,275,300,300,300,NA,0.0769230769230769,NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,1,0.92,1,1,1,1,0.92,1,1,1
"4560",4559,"P4_0559",43,"innovation",0.040937951500244,"True","False",1,1,1,0.5,"per_family",1,104,617,0.168557536466775,43,51,41,9972,688,0,10660,688,11587,754,0,12341,754,41,5,129,184,189,11,219,94,41,9,157,60,69,9,158,59,41,1,60,43,44,1,60,43,41,1,44,34,35,1,44,34,41,0,5,6,6,0,5,6,"P4",496,594,716,741,809,502,594,716,741,809,0.300319488817891,0.271889400921659,0.41747572815534,0.435897435897436,0.545454545454545,0.587859424920128,0.276497695852535,0.41747572815534,0.435897435897436,0.545454545454545,0.895238095238095,0.867647058823529,0.977272727272727,0.971428571428571,1,0.973544973544973,0.869565217391304,0.977272727272727,0.971428571428571,1,0.719512195121951,0.796341463414634,0.925609756097561,0.945121951219512,0.99390243902439,0.836585365853659,0.797560975609756,0.925609756097561,0.945121951219512,0.99390243902439
"4561",4560,"P4_0560",25,"innovation",0.247141107925028,"True","False",1,1,1,0.5,"per_family",1,7,87,0.0804597701149425,25,34,25,2141,143,0,2284,143,2262,4,0,2266,4,25,11,22,2,13,11,22,2,25,9,18,2,11,9,18,2,25,9,9,1,10,9,9,1,25,0,7,0,0,0,7,0,25,0,6,0,0,0,6,0,"P4",265,271,281,293,294,265,271,281,293,294,0.0833333333333333,0.1,0.1,0,0,0.0833333333333333,0.1,0.1,0,0,0.153846153846154,0.181818181818182,0.1,NA,NA,0.153846153846154,0.181818181818182,0.1,NA,NA,0.89,0.91,0.94,0.976666666666667,0.98,0.89,0.91,0.94,0.976666666666667,0.98
"4562",4561,"P4_0561",44,"innovation",0.416518079985593,"True","False",1,1,1,0.5,"per_family",1,12,108,0.111111111111111,44,36,24,1282,192,0,1474,192,9457,25,0,9482,25,24,10,40,4,14,10,40,4,24,9,18,2,11,9,18,2,24,12,18,6,18,12,18,6,24,0,4,0,0,0,4,0,24,0,3,0,0,0,3,0,"P4",222,247,240,272,273,222,247,240,272,273,0.0909090909090909,0.1,0.25,0,0,0.0909090909090909,0.1,0.25,0,0,0.285714285714286,0.181818181818182,0.333333333333333,NA,NA,0.285714285714286,0.181818181818182,0.333333333333333,NA,NA,0.818840579710145,0.902173913043478,0.891304347826087,0.985507246376812,0.989130434782609,0.818840579710145,0.902173913043478,0.891304347826087,0.985507246376812,0.989130434782609
"4563",4562,"P4_0562",14,"innovation",0.225334972741635,"True","False",1,1,1,0.5,"per_family",1,51,90,0.566666666666667,14,34,21,1090,176,0,1266,176,277,49,0,326,49,21,11,11,28,39,11,12,27,21,0,8,19,19,0,8,19,21,6,6,18,24,6,7,17,21,3,3,12,15,3,4,11,21,0,3,0,0,0,3,0,"P4",160,183,180,192,207,160,183,180,192,207,0.692307692307692,0.703703703703704,0.708333333333333,0.733333333333333,0,0.717948717948718,0.703703703703704,0.75,0.8,0,0.710526315789474,1,0.739130434782609,0.785714285714286,NA,0.717948717948718,1,0.75,0.8,NA,0.89047619047619,0.961904761904762,0.938095238095238,0.966666666666667,0.985714285714286,0.895238095238095,0.961904761904762,0.942857142857143,0.971428571428571,0.985714285714286
"4564",4563,"P4_0563",44,"innovation",0.464765556652759,"True","False",1,1,1,0.5,"per_family",1,2,51,0.0392156862745098,44,54,52,15565,98,0,15663,98,8692,1,0,8693,1,52,30,30,1,31,30,30,1,52,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,"P4",1265,1326,1326,1326,1326,1265,1326,1326,1326,1326,0.032258064516129,NA,NA,NA,NA,0.032258064516129,NA,NA,NA,NA,0.032258064516129,NA,NA,NA,NA,0.032258064516129,NA,NA,NA,NA,0.95475113122172,1,1,1,1,0.95475113122172,1,1,1,1
"4565",4564,"P4_0564",13,"innovation",0.439685989241984,"True","False",1,1,1,0.5,"per_family",1,2,28,0.0714285714285714,13,24,16,426,26,0,452,26,132,0,0,132,0,16,0,0,0,0,0,0,0,16,6,6,1,7,6,6,1,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,"P4",120,107,120,120,120,120,107,120,120,120,NA,0.142857142857143,NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA,0.142857142857143,NA,NA,NA,1,0.9,1,1,1,1,0.9,1,1,1
"4566",4565,"P4_0565",30,"innovation",0.065440544705443,"True","False",1,1,1,0.5,"per_family",1,223,463,0.481641468682505,30,48,42,10752,720,0,11472,720,3249,807,0,4056,807,42,51,85,148,199,51,85,148,42,15,75,71,86,15,75,71,42,11,22,46,57,11,22,46,42,0,35,25,25,0,35,25,42,0,10,7,7,0,10,7,"P4",577,700,782,801,844,577,700,782,801,844,0.63519313304721,0.486301369863014,0.676470588235294,0.416666666666667,0.411764705882353,0.63519313304721,0.486301369863014,0.676470588235294,0.416666666666667,0.411764705882353,0.743718592964824,0.825581395348837,0.807017543859649,1,1,0.743718592964824,0.825581395348837,0.807017543859649,1,1,0.842044134727062,0.895470383275261,0.961672473867596,0.959349593495935,0.988385598141696,0.842044134727062,0.895470383275261,0.961672473867596,0.959349593495935,0.988385598141696
"4567",4566,"P4_0566",45,"innovation",0.418524453777992,"True","False",1,1,1,0.5,"per_family",1,9,202,0.0445544554455446,45,51,44,12249,358,0,12607,358,13276,1,0,13277,1,44,0,0,22,22,0,0,22,44,0,0,65,65,20,41,24,44,32,50,6,38,0,36,20,44,0,0,13,13,12,12,1,44,0,7,0,0,0,7,0,"P4",924,861,890,921,939,924,881,858,933,939,1,0.369230769230769,0.357142857142857,0.0769230769230769,0,1,1,0.107142857142857,1,0,1,0.545454545454545,1,0.0769230769230769,NA,1,1,0.157894736842105,1,NA,1,0.935517970401691,0.961945031712474,0.974630021141649,0.992600422832981,1,1,0.913319238900634,1,0.992600422832981
"4568",4567,"P4_0567",40,"innovation",0.169157506341632,"True","False",1,1,1,0.5,"per_family",1,239,1227,0.19478402607987,40,183,158,624925,19732,0,644657,19732,9104,684,0,9788,684,158,2160,45,333,2493,0,3,375,158,2040,154,286,2326,85,95,345,158,928,32,91,1019,0,1,122,158,100,50,2,102,0,0,52,158,0,0,0,0,0,0,0,"P4",12025,11878,12280,12351,12403,9865,9923,11352,12251,12403,0.992063492063492,0.784090909090909,0.991869918699187,1,NA,0.880952380952381,0.65,0.739837398373984,0.0384615384615385,NA,1,0.802325581395349,1,1,NA,0.133574007220217,0.122957867583835,0.0893032384690873,0.0196078431372549,NA,0.99975812303475,0.985487382084979,0.999919374344917,1,1,0.822220430540998,0.823107312746916,0.92259937111989,0.987906151737483,1
"4569",4568,"P4_0568",33,"innovation",0.051292918070091,"True","False",1,1,1,0.5,"per_family",1,63,101,0.623762376237624,33,42,28,3070,206,0,3276,206,5174,282,0,5456,282,28,0,0,54,54,0,0,54,28,0,0,35,35,0,0,35,28,0,11,24,24,0,11,24,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"P4",324,343,343,378,378,324,343,343,378,378,1,1,0.685714285714286,NA,NA,1,1,0.685714285714286,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,0.970899470899471,1,1,1,1,0.970899470899471,1,1
"4570",4569,"P4_0569",34,"innovation",0.448370939252107,"True","False",1,1,1,0.5,"per_family",1,1,55,0.0181818181818182,34,38,29,2394,27,0,2421,27,3604,0,0,3604,0,29,0,17,18,18,16,33,2,29,0,0,0,0,0,0,0,29,0,12,13,13,0,12,13,29,0,8,0,0,0,8,0,29,0,0,0,0,0,0,0,"P4",355,406,381,398,406,371,406,381,398,406,0.0571428571428571,NA,0.52,0,NA,0.514285714285714,NA,0.52,0,NA,0.111111111111111,NA,1,NA,NA,1,NA,1,NA,NA,0.879310344827586,1,0.970443349753695,0.980295566502463,1,0.958128078817734,1,0.970443349753695,0.980295566502463,1
"4571",4570,"P4_0570",25,"innovation",0.454408125766906,"True","False",1,1,1,0.5,"per_family",1,18,33,0.545454545454545,25,26,14,238,90,0,328,90,1592,0,0,1592,0,14,9,6,6,15,0,0,12,14,0,0,0,0,0,0,0,14,0,0,6,6,2,4,2,14,2,2,1,3,2,2,1,14,0,0,0,0,0,0,0,"P4",79,91,83,86,91,70,91,85,86,91,1,NA,0.333333333333333,0.333333333333333,NA,0.5,NA,1,0.333333333333333,NA,1,NA,0.5,0.333333333333333,NA,0.4,NA,1,0.333333333333333,NA,1,1,0.934065934065934,0.956043956043956,1,0.835164835164835,1,1,0.956043956043956,1
"4572",4571,"P4_0571",44,"innovation",0.125674739299345,"True","False",1,1,1,0.5,"per_family",1,18,56,0.321428571428571,44,28,21,1132,192,0,1324,192,13175,37,0,13212,37,21,24,11,24,48,0,22,13,21,14,2,17,31,0,1,18,21,0,18,0,0,0,18,0,21,6,6,1,7,0,0,7,21,0,0,0,0,0,0,0,"P4",175,191,192,203,210,151,177,192,197,210,0.371428571428571,0.947368421052632,0,1,NA,0.685714285714286,0.894736842105263,0,0.142857142857143,NA,1,1,NA,1,NA,0.5,0.548387096774194,NA,0.142857142857143,NA,0.895238095238095,0.995238095238095,0.914285714285714,1,1,0.833333333333333,0.923809523809524,0.914285714285714,0.942857142857143,1
"4573",4572,"P4_0572",43,"innovation",0.300235141586169,"True","False",1,1,1,0.5,"per_family",1,145,174,0.833333333333333,43,37,33,4601,55,0,4656,55,9646,1282,0,10928,1282,33,0,18,57,57,0,18,57,33,0,0,13,13,0,0,13,33,0,0,42,42,0,0,42,33,0,9,21,21,0,9,21,33,0,0,5,5,0,0,5,"P4",453,515,486,498,523,453,515,486,498,523,0.76,1,1,0.7,1,0.76,1,1,0.7,1,1,1,1,1,1,1,1,1,1,1,0.965909090909091,1,1,0.982954545454545,1,0.965909090909091,1,1,0.982954545454545,1
"4574",4573,"P4_0573",26,"innovation",0.346561023127723,"True","False",1,1,1,0.5,"per_family",1,3,95,0.0315789473684211,26,32,27,1911,69,0,1980,69,1832,3,0,1835,3,27,11,33,3,14,11,33,3,27,0,22,0,0,0,22,0,27,0,21,0,0,0,21,0,27,0,5,0,0,0,5,0,27,0,0,0,0,0,0,0,"P4",304,329,330,346,351,304,329,330,346,351,0.0833333333333333,0,0,0,NA,0.0833333333333333,0,0,0,NA,0.214285714285714,NA,NA,NA,NA,0.214285714285714,NA,NA,NA,NA,0.874643874643875,0.937321937321937,0.94017094017094,0.985754985754986,1,0.874643874643875,0.937321937321937,0.94017094017094,0.985754985754986,1
"4575",4574,"P4_0574",33,"innovation",0.144893252553509,"True","False",1,1,1,0.5,"per_family",1,0,0,0,33,27,24,1866,0,0,1866,0,5201,0,0,5201,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,"P4",276,276,276,276,276,276,276,276,276,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"4576",4575,"P4_0575",36,"innovation",0.035833454673387,"True","False",1,1,1,0.5,"per_family",1,146,439,0.332574031890661,36,87,77,71055,292,0,71347,292,5853,561,0,6414,561,77,0,132,92,92,0,132,92,77,0,78,41,41,0,78,41,77,0,66,68,68,0,66,68,77,0,0,21,21,0,0,21,77,0,0,0,0,0,0,0,"P4",2702,2807,2792,2905,2926,2702,2807,2792,2905,2926,0.410714285714286,0.34453781512605,0.507462686567164,1,NA,0.410714285714286,0.34453781512605,0.507462686567164,1,NA,1,1,1,1,NA,1,1,1,1,NA,0.954887218045113,0.973342447026658,0.977443609022556,1,1,0.954887218045113,0.973342447026658,0.977443609022556,1,1
"4577",4576,"P4_0576",46,"innovation",0.244494798737835,"True","False",1,1,1,0.5,"per_family",1,196,202,0.97029702970297,46,51,35,6315,0,0,6315,0,13169,1566,0,14735,1566,35,0,0,95,95,0,0,95,35,0,0,48,48,0,0,48,35,0,2,36,36,0,2,36,35,0,0,11,11,0,0,11,35,0,0,6,6,0,0,6,"P4",500,547,557,584,589,500,547,557,584,589,1,1,0.947368421052632,1,1,1,1,0.947368421052632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996638655462185,1,1,1,1,0.996638655462185,1,1
"4578",4577,"P4_0577",22,"innovation",0.155799004429745,"True","False",1,1,1,0.5,"per_family",1,2,22,0.0909090909090909,22,16,13,266,20,0,286,20,1537,0,0,1537,0,13,0,7,0,0,0,7,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,"P4",71,78,78,78,78,71,78,78,78,78,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91025641025641,1,1,1,1,0.91025641025641,1,1,1,1
